#NAME	C3001	C3017	C3022	C3023	C3030	H4004	H4006	H4007	H4008	H4009	H4014	H4015	H4016	H4017	H4018	H4022	H4023	H4038	H4043	H4045	M2008	M2025	M2027	M2028	M2034	M2041	M2042	M2060	M2061	M2075	M2084	P6005	P6016	P6028	P6033
555.3026__659.73	16633208.62334	14422825.52909	931223.65626	1833273.57574	1038336.64016	48235911.41917	220884.24046	5280090.86634	12062216.55064	15093073.45388	11993951.73597	7542212.78018	10544066.53036	2776025.47894	507307.61698	1206747.8433	8811392.68184	7072773.88911	3960986.01683	8621672.60822	248634.44732	8711500.3714	5069393.61487	18567794.58402	50405947.8111	126476446.6466	550718.3291	153199.79135	301611.67633	2567743.72934	4053546.66908	3637333.74793	3487815.56017	445081.43456	495563.10769
555.319__493.86	7053905.39459	1623795.4471	945901.63472	0	1286795.60148	3516239.66798	300408.55798	823191.11699	0	35185.6016	2826454.36518	393597.75119	1213527.8774	2165450.58045	3833882.71757	57778.65771	776939.68925	3405861.6673	9288.20514	282116.04654	0	631477.68937	283364.61034	2066385.11125	2754983.45264	1049622.27364	555203.27796	2705002.71167	694110.80065	2301164.85058	2555421.39448	0	203065.26021	419116.32078	3877871.76749
555.3354__560.54	3353568.62296	3505870.99504	31843610.72523	9457026.10072	81400830.1297	82756287.35281	333404.71211	3056397.20148	290102.07747	8237704.32239	32165905.91375	2084800.61759	4257857.86361	12752311.95933	21674682.47129	1155151.7933	5605674.72247	34180819.08322	4945374.67145	11140366.42325	401369.09884	9320176.50426	1245974.47264	13775443.7289	28112877.04125	13563869.89837	9427732.20894	2849422.03219	2038592.32835	12777355.45942	42739340.57823	9637139.3739	3658929.56106	2834770.73405	3404243.08772
555.3496__706.01	817694.19168	781044.89328	21932.86872	291372.56904	5778099.05037	3477311.06451	10812221.49895	3531779.44961	345368.57108	1074424.28529	389869.89264	1179177.29663	802856.10976	1241501.9805	3037900.819	221991.13555	2630762.60196	1040548.10739	1774059.58557	1507958.0601	214966.48273	1328464.52735	944486.12268	6659481.36737	1238340.7874	1360946.6389	1204579.56971	667262.31392	814615.86442	2369869.11936	789132.87713	3076597.10195	753087.29331	2711658.44025	148774.94427
555.4422__990.38	45221164.59167	1930607.72093	1844804.25302	1411701.69337	72301714.25324	2311889.19851	719886.77189	159684946.28175	1936972.97236	3952215.22688	44916230.57523	2011073.7614	69976922.56587	66283680.34487	28290861.35917	3797346.52204	2480375.88671	36679957.96359	48498642.21678	15427568.0775	1475016.89843	1226541.39269	189314108.11538	19999919.45621	64781602.339	3080119.89933	27617135.38603	704578.97864	32020327.90688	35243144.17488	30208.77158	4857207.90201	21496073.74704	141654394.85391	84131168.42525
555.4424__1073.4	0	116821.35165	139058.52188	52436.31837	22793.1497	58141.74333	1380668.8377	40931.44211	150972.98505	25591.91541	1159448.22512	28254.83106	36229.35383	1807156.78837	21748.25004	77034.42178	1318202.16011	18871.74297	60941.92487	32127.04948	107972.88535	8676.99278	6999162.20551	87272.14816	2644517.67932	40700.54278	18185.19025	51994.18376	633097.50128	1686729.43248	43644.60047	167466.37594	4419.72902	38726.75675	1342842.7825
555.4427__802.95	32774494.02106	3760231.71969	431621.78782	78774006.09414	42558356.0866	855689.26348	256283.70543	4167.96392	5536204.14422	369227.12586	891371.56533	78198006.94872	2484171.46607	646982.4738	1641655.22773	5098947.62014	1174014.43648	316337.77905	2059780.34449	9454454.44164	0	8652941.31249	2559355.05179	3440156.01885	12217098.1831	3742194.68102	2576335.70322	1312952.60143	2148369.83287	1271574.89809	43632506.83633	10369182.51201	655379.34875	33247954.08247	190581.44724
556.1663__90.34	0	0	0	0	204614.16303	694725.344	138517.54105	78910.94658	2350185.16995	507302.61665	4283192.87827	124663.3962	89671.06056	189511.07019	1832362.12463	409355.17293	680828.72804	0	0	347587.01846	158946.42154	540810.36136	267138.97548	0	1407587.04774	579748.39252	109409.37123	4469632.37311	422684.37602	782688.67444	0	244371.091	1319909.17339	163223.04566	339560.87879
556.2288__434.47	627795.51142	488058.40018	39137.71892	269754.31856	167389.64042	1521523.64992	54242.50322	857774.00156	0	427761.53036	1512545.27285	92544.12686	106414.42836	175715.01814	340618.32087	129458.12744	215705.54203	122820.32677	387859.37596	0	101860.36318	0	34340.57124	318693.48409	1127413.1897	329590.08117	0	0	257795.37172	1001961.87307	141570.67104	145992.65253	106372.85065	93550.18027	138847.45103
556.2351__360.15	877252.20916	3080570.59286	96544.29761	133637.24483	290545.41593	300715.07788	169078.00395	404387.30528	253611.1322	154548.25795	331306.23663	984638.46958	83413.03948	360806.5448	60209.61391	0	272846.52665	6909915.77683	37565.39577	128334.79331	0	1294910.24461	79445.31271	0	2544900.65807	0	145143.6039	763469.24306	507824.47245	0	0	80738.87961	748294.27404	179728.80059	413580.40409
556.2489__183.48	128067.25895	125469.68714	82689.6574	0	356225.69111	196984.88712	2327942.19968	667713.17762	0	430771.47491	928039.81592	85160.12904	212451.14025	569519.12881	0	96012.28781	2087.4779	156688.60112	226326.3265	1467886.82949	461311.99228	355283.2657	0	346870.0925	954192.35248	0	0	0	231198.69557	0	0	599552.61097	52194.65951	33839.65853	0
556.3065__673.01	1083432.87578	4358154.20544	168916.66266	439263.25084	1252313.49564	939329.83685	5332826.46852	717448.79373	3742137.30472	4960941.85776	1439355.01756	182997.01318	451294.28542	789700.22113	2550106.35991	273773.96956	1577361.41062	32218.59858	1310194.13744	1109707.01136	0	228675.52276	777004.45195	334929.76879	215178.3842	1049704.17232	901277.68797	172935.73959	1494168.92254	1474110.41439	623304.6745	2378874.4965	1407414.96003	1481835.11753	407951.09337
556.3125__495.13	1993841.77816	1408405.5912	77191.04091	0	192518.8949	829800.10083	196403.03388	289917.61184	130772.30938	0	887672.45632	125182.05601	222058.75285	388391.98858	1273219.73783	120477.90452	677254.40859	309984.25012	467131.48483	794180.41202	26475.52706	0	494561.83522	763246.1362	732370.57001	146472.55813	77860.05795	818515.81179	86573.97637	238712.22938	72051.21792	274236.78431	0	3497441.54332	1993652.93681
556.3178__727.39	5111882.07395	2835513.27404	5672.46191	1936834.70237	3275458.82231	2570475.37609	8540694.11815	6863505.31667	455516.21919	5972904.36604	35309.02817	1863881.92342	1271485.63161	1157923.78726	2210442.51093	45717.40731	3968273.67742	889788.79256	2653524.63138	1414258.60586	24811.77374	1458238.55335	2893479.34537	240861.48356	1500236.03235	2444416.56125	2133302.8043	1299448.40996	3145073.75106	3636411.1638	397751.27003	4978751.15474	1314352.43553	2408470.88612	1003593.33103
556.3361__565.29	502013.96481	1334456.31821	10448342.55595	1449480.33147	12311961.4297	2584770.3265	100195.43345	137748.36045	5305738.25525	1286831.95389	4217969.57595	366842.3136	706552.15573	2270296.67544	4411419.5398	2899195.63705	731016.15643	6765988.35073	1293606.28848	2826255.07836	7621.42544	1711532.04684	173879.21899	872958.68607	5558609.87068	1481746.45472	3121612.65903	117353.63372	7789966.97085	4641948.92891	13920464.74192	1772804.16085	144672.04962	892966.07541	1207842.35768
556.388__808.41	267232.81452	1462241.81738	336442.10905	520050.40628	752684.22402	1051620.44668	3094825.34913	2735616.50309	2080129.22808	694974.4502	64714.78181	743352.55241	1699789.11416	264569.30639	82135.24572	605704.65328	303054.74957	409288.15286	756821.23587	4398974.26606	596216.74211	2159527.18909	66277.39804	172990.9166	4845949.81155	2150135.00896	210635.56626	541648.17721	2111080.03019	479298.19093	798609.73915	215913.16337	154259.22179	13180642.90656	139202.01444
556.4447__989.68	17145259.24519	537136.66602	27884.02259	245117.50007	26017268.60064	11725880.48095	263983.53431	61957714.06454	19966310.04122	679472.64144	17182268.25111	411609.52719	26835403.21185	25025539.40269	6850086.70789	1472567.00589	735325.05266	43480.70703	18111280.54117	5964556.92399	1522365.12744	400858.12231	74176234.90643	7521160.56873	24955490.9	205123.7833	10502745.84234	271105.84453	12032418.21124	13615254.9632	158588.22684	1113852.01245	8381426.79044	54275917.38312	29537400.78594
557.1897__88.17	0	0	0	0	1574407.45501	3785819.44129	759956.80934	115249.91157	363353.89758	162108.75242	2182769.93152	200052.40813	219159.20366	13378792.85653	62808.8933	69708.76925	71960.46682	2026034.55283	470509.65243	193028.01407	87815.13441	1492443.84488	177298.55031	946229.7096	342918.75177	517628.42264	258767.37252	573938.36419	5361303.46337	0	168588.18357	249715.55924	245318.24488	494165.16914	111732.20887
557.243__378.37	127505.97799	700993.05107	424245.08105	17311.73766	366495.58938	4500917.7065	79359.66827	12034.49483	324138.37494	3150051.94328	150127.22066	119165.26877	3596740.32009	355254.00053	92254.98281	1271412.96505	259369.21649	191195.53887	2328233.7066	1210939.90471	1745.02605	1518860.43525	4652436.85871	225012.92105	335746.72659	2073485.86461	1075584.34089	118867.04423	2408635.87375	356780.17753	1958370.94978	331328.20485	217452.47049	71251.0767	158797.23353
557.28__500.62	12671649.80312	2768230.72273	128585.8028	10729341.49846	5798343.98018	21919580.50151	780197.99818	4066981.25268	425208.34739	6636806.79345	16673558.30772	3317241.61355	3090077.83617	556861.71813	1451102.12015	2670594.38338	126461.30846	2384598.07747	5486499.77038	11577356.82816	47446.60502	829700.77668	45703.71684	11647113.02792	1966650.96318	3322153.7429	60587.49316	908652.75892	1031324.96936	15185784.18215	337837.04457	2486335.38833	275371.27415	1161279.72787	266353.7174
557.3044__696.58	6315540.74693	2047634.41525	1243826.89009	2077995.99819	8374459.68526	3986379.82215	1758217.01913	12684666.70837	5185996.38272	3303787.87026	25711581.66992	14321665.38026	2307905.99898	4008747.63991	447509.50196	1009265.89273	1246900.12286	4621712.32879	289091.88065	18027350.64156	57399.36424	35313201.7229	20518069.63915	3200240.7176	118440.91016	435429.68413	2243395.39272	2014789.81536	160986.1481	3658919.87063	3609436.93135	2670244.72666	7271170.3691	1275504.20938	71238.51519
557.3143__571.31	3630381.56114	5538385.12078	1954754.7707	2985525.06445	229559.26166	36347370.15327	225978.93873	2922571.58053	6511962.18726	12612230.90937	14618998.48727	32103369.14176	3232962.4483	3893972.87721	620300.36712	1376491.80588	6570049.32888	5479715.84583	2187151.30299	2173825.74225	414115.92867	676245.99182	3533493.14289	548374.21009	12197537.5894	29986773.1372	194655.65168	220799.83772	1517912.46668	1074031.91935	2661597.51644	5270076.54179	2366498.63652	155520.86436	439549.81437
557.3359__970.23	87258.79275	317679.45145	292788.49831	230745.89515	26110.07452	425098.80667	198190.98707	65123.23804	551129.41084	3412528.23741	1319052.70103	197562.56286	158900.53482	432376.68601	666307.74385	1624495.19295	133774.05594	56050.23926	79209.3646	582987.66279	85032.338	180409.31003	156491.40602	221031.11818	770838.97416	600631.20569	39557.6163	151725.82513	301723.11173	361120.03624	240164.16216	24954.76719	97778.42255	118206.8457	98713.78912
557.4416__815.09	45236090.76573	598006.19125	59436.12529	13062029.32593	382302.47668	167631.05506	811242.03477	358706.92646	767887.55195	8608290.58732	20410317.86966	3969382.39361	378738.0866	15486811.92222	95998.17026	0	458634.82922	571514.5971	53576.15649	1432370.15535	68211.83075	3137879.74474	481694.99779	3507558.79191	109928.47016	53791071.49616	1637065.48972	176492.52484	3715374.62193	1312740.73217	177724.56386	785714.06927	7187461.79204	192807.17415	917945.85306
557.4572__996.24	120594114.32815	16015794.45964	37524789.42797	2158562.38261	49286244.81349	109809550.95552	28778137.14664	135612917.755	139708171.46988	7776723.76819	38948129.91994	74931197.61721	54253894.5018	76262746.66405	826400.80588	10620855.61673	27317147.80795	80065037.97745	106820792.33357	17627972.72856	9520735.94619	47519422.86282	93702194.42252	44288008.51196	125227522.39749	11403384.99262	64200373.79322	9692781.22206	111517836.9663	36158367.34806	6448343.45281	6802975.34025	38996588.33015	139144189.48206	66219604.7656
557.4577__1103.84	12762.78891	1621654.2248	710130.51956	2860764.46277	29039374.29588	14249864.07134	37380833.43421	41691110.46162	6467428.77464	557029.26627	17571127.21553	9709774.69813	5282589.88151	14074066.75198	913719.79865	57088.95757	25087987.71626	15145940.89037	46631189.75841	8438350.46947	42600.96586	9919677.53254	29169751.40461	6045268.71639	45967621.0728	257708.00139	3391124.37375	209701.27054	1877884.34309	2502810.77831	158125.63921	1010160.15851	23432.4519	98271982.39713	32836370.13708
558.26__79	43233.59605	565081.64148	209043.57487	316208.86392	232544.47349	3069922.37161	332713.85845	683313.62374	640620.17343	527633.07	1835161.33769	215225.17139	232805.41096	3716060.07653	292639.56436	178350.94691	283011.58208	262528.77297	109917.32045	718368.03949	176338.71177	6510943.61943	84662.007	234102.47035	535755.98231	0	0	256812.70161	243697.42044	6147.59819	119558.72829	627519.67082	1008655.5798	498857.14936	4873.09052
558.2813__694.54	1130487.87678	498659.52123	218549.85427	299623.58353	2247221.79314	878078.04336	433271.77014	43384.88331	1157677.12679	794407.49407	6636042.81629	3782491.01748	573081.78487	541253.44522	86347.29032	188135.65929	146256.11994	1144418.2652	198533.07477	4771699.90572	0	8804829.05979	5436711.03562	789810.32847	89218.63707	2779428.3682	491736.01861	481808.38981	951937.29882	934313.32036	895986.7114	652698.4326	1174623.46114	311091.68327	4489822.71616
558.2826__366.1	0	111619.31042	0	32250.13463	485204.6284	12408231.03825	5130792.20287	740611.18796	360676.4515	216841.76141	1226946.76966	3227766.44527	3991.97941	21908262.20019	86150.57463	150700.04232	59335.19899	701718.52187	1323199.089	1516455.2029	116115.65639	552495.62107	952139.53219	0	126686.41443	378641.085	208284.61663	830655.74146	654401.69008	241532.52132	556452.12583	1355714.69941	1077022.85253	76004.14069	202233.60505
558.3198__567.28	265093.008	140804.36948	251529.63445	270213.49661	397748.02832	12397748.56532	41815.69537	76541.7854	2247185.26329	0	345157.33981	374557.23764	162376.70823	230381.04811	82502.41253	438541.65607	126096.57698	273734.86256	59412.44883	668350.75646	43498.35063	10959.53519	156904.05318	267328.00206	180574.99572	9331057.27104	65017.18623	188541.65623	225323.41115	268897.1651	389428.05876	170648.1793	42466.70789	762206.9977	212190.41289
558.3295__313.95	6327691.08297	2988612.07229	171478.23064	342781.35911	2101915.65252	5247413.12827	27069.43109	154957.18758	1544455.30013	116637.21311	2911252.77956	1660636.60913	263841.7961	9109985.80105	4008151.65201	485587.33668	2836005.75277	451316.97572	81362.69701	158765.56101	9912.1269	691815.2593	148034.0112	94109.99568	342552.99986	170267.84753	99407.82566	83503.28561	169862.92607	15307.84032	155088.4056	456443.96968	285473.54385	1136270.73561	5145.30582
558.3333__786.55	1854583.22717	931712.19172	3805.22452	1691302.38494	4741723.38424	7090926.13251	14221406.94563	10040104.76202	112227.95014	80209.98658	452257.01588	1754276.81238	1383103.46251	1314485.17437	1699942.08723	118784.64331	1479934.74798	2756204.00317	2147069.75863	558127.87568	952666.04326	2087214.89286	2251113.94252	290522.77136	2727649.50877	1017623.31173	1604080.98018	498479.29374	591047.5461	2440111.30312	740882.88616	1998048.9973	1630187.30118	3662460.83681	225009.39108
558.3364__503.53	4770109.49857	916050.18911	0	5106978.44944	1981938.43031	8218744.92281	209912.48182	466522.24725	1747153.63008	2443604.44728	9319384.06238	1509451.86547	1124340.76947	4736311.87783	1041141.49594	0	2217068.25291	808059.60983	469081.13724	2648594.98052	0	47381.10258	576504.61041	1325660.98788	585483.62001	1095642.71945	239314.0121	197615.51826	309541.19907	3118983.78821	498085.06158	802357.13206	0	356175.1834	1367928.06386
558.3368__971.47	391526.73237	69412.31461	65319.62498	27804.85476	78943.45432	266331.93568	36991.94368	68174.86874	467076.96122	1017739.00715	345096.95742	21245.15525	100990.4045	122602.76079	185624.71	455095.30309	426587.42423	55728.84552	117881.09656	150675.45854	0	136026.37374	261162.5927	42838.97931	183922.12938	129608.55647	91294.84368	92565.8057	54826.75576	139242.70548	59509.49603	618742.26398	53670.10698	26975.33945	40504.90479
558.4606__997.33	46798721.94088	8847755.43706	14382721.68595	16916462.53258	19047900.12623	39097117.42331	11359189.32581	52465828.3874	53401274.08562	2863829.37479	15040417.91033	28800099.72639	21328190.50375	29098177.39481	33431473.97417	4069289.88875	73314126.65246	2239525.13992	57988165.70856	22176819.19878	467539.60235	26036830.73907	36283564.14797	17036607.67603	47835873.12222	4306784.72472	25714020.43861	3089188.15518	42662238.4657	12020063.09868	2002233.16257	3469327.33796	34965982.59039	52295381.98964	43579237.13855
558.461__1101.86	607107.34915	635213.98965	1304064.86745	856393.27061	11236631.28038	8100470.53055	13300975.08493	16134731.79641	3566423.36914	1762.00153	6682164.12259	3824019.80333	2012484.29396	3274889.38143	557004.22593	41220.39546	9720559.99922	5842393.45006	7421694.65375	3159545.20693	4270858.12356	3704430.58489	11938222.56965	3408971.46395	17456562.26881	157341.92636	1569397.19784	361558.29448	690393.9213	955029.99607	64722.24994	397164.4205	246686.24596	5930582.37993	6662580.14954
